description,10x_level,10x_rank,10x_rarity,cast_level,cast_rank,cast_value,fid_level,fid_rank,fid_value,follower_level,follower_rank,follower_value,holder_level,holder_rank,holder_value,luck_level,luck_rank,luck_value,minter_level,minter_rank,minter_value,neynar_level,neynar_rank,neynar_value,nft_level,nft_rank,nft_value,token_level,token_rank,token_value,volume_level,volume_rank,volume_value,warplet_colours,warplet_keywords,warplet_traits,warplet_user_is_pro,warplet_username_farcaster,warplet_username_x,warplet_wallet,secret_level
"This Warplet has a truly iconic and wild appearance, sporting a sleek dark blue back and a pristine white belly, reminiscent of a classic penguin, but with an undeniable Warplet twist. Its vibrant orange flippers and webbed feet add a pop of color, making it stand out from the crowd. The most striking feature is its massive, wide-open mouth, showcasing an impressive array of razor-sharp, pointed teeth and a distinctively bumpy pink tongue. Its huge, wide-set eyes with tiny black pupils radiate an intense, almost unhinged excitement, giving this Warplet a legendary, unforgettable presence. This unique creature is presented against a clean, light blue background, ensuring all its glorious details pop.",15,59251,6945,1,8194,5,1,9369,1092618,1,5377,739,1,5125,1,3,1789,8212,1,9746,31/10/2025 8:37,1,6316,0.52,2,3348,32,3,1399,202,1,8588,288,Dark Blue | White | Orange | Pink | Light Blue,Penguin-Like Warplet | Sharp-Toothed Warplet | Wide-Eyed Warplet | Manic Expression | Blue And White Creature | Orange Accents | Cartoon Monster | Excited Character,Penguin Body Shape | Dark Blue Back | White Chest | Orange Flippers | Orange Webbed Feet | Wide Open Mouth | Sharp Pointed Teeth | Pink Bumpy Tongue | Large Wide Eyes | Small Pupils | Light Blue Background,1,0x0saber,0x0saber,0xd0e53901bf6af802398ef9b0141b286e598366b9,1
"This Warplet has a distinct mottled purple and brown skin pattern, giving it a unique, earthy yet vibrant appearance. Its large, bulging eyes feature striking light blue irises, conveying an expression of wide-eyed excitement and playful surprise. A cavernous mouth is open wide, revealing numerous sharp, pointed white teeth and a bright pink tongue, ready for a hearty laugh or a mischievous grin. This Warplet stands out with its captivating blend of colors and an undeniably expressive face, making it a truly memorable creature against a simple olive green backdrop.",16,59268,6946,2,4591,33,1,8406,893363,1,7339,322,1,5390,1,2,5071,4930,4,1037,27/10/2025 18:49,1,6183,0.53,2,3735,20,1,8732,1,1,8784,171,Purple | Brown | Light Blue | Pink | Olive Green | White,Mottled Warplet | Purple Brown Skin | Light Blue Eyes | Wide Open Mouth | Sharp White Teeth | Pink Tongue | Excited Expression | Goofy Monster | Olive Green Background,Mottled Purple And Brown Skin | Bulging Light Blue Eyes | Wide-Open Mouth With Numerous Sharp White Teeth | Bright Pink Tongue | Plain Olive Green Background,0,kadir47,kriptokeso,0x7cd6c8af17b5eb46c8aee9c74124e8ef36d21e78,1
"This Warplet has a charming, plump, light pink cat-like body, sporting a cool and casual look. Its head is topped with spiky, bright blonde hair, perfectly complemented by sleek black sunglasses that give it a mysterious yet friendly vibe. It wears a crisp white short-sleeved t-shirt underneath classic blue denim overalls, complete with visible buttons and a front pocket. A subtle, closed-mouth smile adds to its approachable demeanor. The creature stands on small, clawed feet, all set against a clean, light beige background, making this Warplet a truly unique and stylish character.",17,59270,6947,1,8212,5,2,4431,317019,1,8852,104,1,5700,1,4,1239,8762,3,2266,27/10/2025 23:56,1,7433,0.45,1,8490,7,1,8091,2,2,4556,31750,Light Pink | Blonde | Black | White | Blue | Beige,Cat Character | Blonde Spiky Hair | Black Sunglasses | White T-Shirt | Denim Overalls | Cartoon Cat | Cool Cat | Playful Character | Beige Background,Cat-Like Creature | Spiky Blonde Hair | Black Sunglasses | White T-Shirt | Blue Denim Overalls | Front Pocket On Overalls | Small Smile | Cat Ears | Pink Nose | Clawed Hands And Feet,0,nickchen,haohaovista,0xde9db377d9597a44e26f4a4590711de7c15cd8e2,2
"This Warplet has vibrant green skin covered in distinctive yellow blotches, making it a truly eye-catching specimen. Its wide, white eyes with small black pupils convey an intensely excited or manic expression, perfectly complemented by its enormous, gaping maw. This Warplet proudly displays numerous rows of sharp, pointed white teeth and a visible pink tongue, ready to devour attention. Set against a clean, light blue background, this Warplet's unique coloration and wild demeanor make it a standout, embodying the chaotic and unique spirit of the Farcaster network.",15,59270,6948,2,2551,125,1,7690,619036,1,8555,140,2,4315,1,1,8382,1619,1,7384,29/10/2025 3:08,1,8765,0.34,2,3636,22,2,4402,18,2,3590,59736,Green | Yellow | White | Pink | Black | Light Blue,Green Warplet | Spotted Monster | Wide Eyes | Toothy Grin | Sharp Teeth | Excited Expression | Manic Creature | Light Blue Background,Green Spotted Skin | Yellow Blotches | Wide White Eyes | Small Black Pupils | Enormous Open Mouth | Many Sharp White Teeth | Pink Tongue | Light Blue Background,1,asoboy,cookpaty16,0x29e0ee105b3aa96fba1e215a82c68d28953391e0,5
"This Warplet has a plump, white, furry body and small pink-lined ears. It's sporting a dark grey gas mask with orange-tinted eye lenses, through which its eyes are happily closed. Below the mask, its mouth is wide open in a huge, toothy grin, revealing sharp white fangs and a pink tongue, with sweat drops on its chin. The Warplet is dressed in a stylish blue and dark grey vertically striped pajama set with a light blue collar and two dark buttons. In its right hand, it proudly holds a clear test tube filled with a bubbling, glowing orange liquid, hinting at some mischievous experiment. The background is a solid purple. This Warplet is a truly unique specimen, ready to brew up some fun.",17,59273,6949,2,2938,94,1,8213,860908,1,8310,168,2,4976,1,3,1925,8076,1,9161,30/10/2025 9:21,1,9484,0.25,1,8325,7,2,3559,29,3,2382,142215,White | Dark Grey | Blue | Orange | Purple | Pink,White Warplet | Furry Warplet | Gas Mask | Striped Pajamas | Test Tube | Glowing Liquid | Mad Scientist Vibe | Mischievous Grin | Sharp Teeth | Purple Background | Unique Warplet,White Furry Body | Gas Mask | Orange Eye Lenses | Closed Eyes | Wide Toothy Grin | Sharp Fangs | Pink Tongue | Sweat Drops | Striped Pajamas | Blue Collar | Dark Buttons | Test Tube | Glowing Orange Liquid | Solid Purple Background,1,critsxy,critsxy,0xcda1f36aa1eb959c43e10587e09e8a87056d63ef,1
"This Warplet has a distinctive, plump body covered in horizontal stripes of light beige, medium brown, and dark brown fur, giving it a unique raccoon-like appearance. Its small, pointed ears have pink inner details, and its face features a tiny pink nose and a subtle, content smile. The Warplet's large, heavy-lidded eyes with prominent dark circles convey a wonderfully sleepy and chill expression, making it truly one-of-a-kind. It stands on small, clawed feet against a simple, solid tan background, embodying a relaxed and endearing vibe.",17,59275,6950,1,8062,5,2,4340,312786,1,8866,102,4,1081,1,1,8779,1222,4,1158,27/10/2025 18:51,1,6536,0.5,1,7732,7,1,7033,4,1,5688,13223,Beige | Light Brown | Dark Brown | Tan | Pink | Black | White,Striped Warplet | Raccoon Warplet | Sleepy Warplet | Chill Warplet | Brown Stripes | Beige Stripes | Pink Nose | Heavy Eyelids | Cartoon Animal | Unique Warplet,Striped Fur | Raccoon-Like Markings | Cat-Like Ears | Pink Inner Ears | Pink Nose | Small Smile | Heavy-Lidded Eyes | Dark Eye Circles | Sleepy Expression | Clawed Feet | Plain Background,1,shadow98,shadow__ly,0x1f71eb71bd5cbe13726048240b100b784da78fde,2
"This Warplet has a truly iconic and wholesome panda form, showcasing its classic black and white fur complemented by a distinctive greenish-brown belly. Its expression is pure bliss, with eyes gently closed in a contented smile and a subtly upturned mouth. The fluffy white fur on its head and chest pops against the dark, round ears, prominent eye patches, and sturdy limbs, which feature small, defined claws. This adorable creature stands grounded against a clean, solid beige background, radiating an undeniable chill and happy vibe that's a total gem.",17,59278,6951,1,9506,2,1,8154,847232,1,7673,266,2,4221,1,3,2243,7758,1,7136,29/10/2025 1:48,1,6904,0.48,2,2836,33,1,9514,0,4,1091,428488,Black | White | Greenish-Brown | Beige,Panda | Happy Panda | Smiling Panda | Cute Panda | Black And White Panda | Greenish-Brown Belly | Closed Eyes | Fluffy | Cartoon Panda,Panda Character | Black And White Fur | Greenish-Brown Belly | Smiling Face | Closed Eyes | Fluffy Fur | Visible Claws | Plain Beige Background,1,cryptofive,xinyuxiao7,0xc63464094341a65ad9089113540b600978900d84,2
"This Warplet has a formidable presence, featuring a robust, textured grey-brown body with prominent wrinkles and distinct bumps. Its face is set in a deeply grumpy expression, emphasized by furrowed brows and intense, glowing red eyes that radiate a powerful, almost ancient aura. Large, dark, curved horns emerge from its head, framing a striking brick-patterned pyramid accessory that emits a vibrant red glow, hinting at a rare, mystical connection. The overall vibe is one of brooding power and enigmatic mystery, making this Warplet a truly captivating and unique creature. It stands against a solid dark grey background, allowing its distinctive features to truly pop and command attention.",14,59278,6952,1,7668,7,1,5807,413691,1,5877,628,1,6698,1,3,1533,8468,2,4283,28/10/2025 4:37,2,3797,0.74,1,7017,8,1,8933,1,1,7665,1449,Grey-Brown | Red | Dark Grey,Horned Warplet | Pyramid Warplet | Red Eyes | Grumpy Monster | Dark Creature | Mysterious Warplet,Horned Head | Pyramid On Head | Glowing Red Eyes | Grumpy Expression | Wrinkled Skin | Bumpy Skin,0,zenka,thiszenka,0xd6f21cf8957de80dd1bc3e53579e5c70555bfd44,1
"This Warplet has a dark brown, lumpy body with small, clawed hands and feet peeking out. Its glowing yellow, slit-like eyes and a wide, sly smile revealing two sharp white fangs give it a mischievous and slightly sinister expression. The Warplet is adorned in a formidable dark grey armored cape, featuring structured shoulder plates, prominent front clasps, and a unique layered, scale-like texture on its lower half. This distinctive attire makes it a truly unique and formidable presence, standing out against a solid black background.",15,59279,6953,1,9656,2,2,2774,253098,1,7095,371,1,6272,1,2,3572,6429,2,3411,28/10/2025 2:33,1,9206,0.29,1,6913,8,1,8868,1,3,1512,285159,Dark Brown | Dark Grey | Glowing Yellow | Black,Armored Warplet | Dark Warplet | Glowing Eyes | Fanged Smile | Scale Cape | Mischievous Creature | Sly Expression,Dark Brown Lumpy Skin | Glowing Yellow Slit Eyes | Sly Smile | Two Sharp Fangs | Dark Grey Armored Cape | Layered Scale-Like Cape Texture | Prominent Cape Clasps,0,xeron,0xalphaz,0xa4c4ffac472e887fdea3c432f55148e356be9c6e,1
"This Warplet has a striking orange, bumpy skin texture, setting it apart with a fiery glow. Its large, wide-set white eyes with small black pupils convey an expression of pure excitement and surprise, perfectly complemented by its massive, wide-open mouth. Inside, a multitude of sharp, pointed white teeth line both jaws, revealing a pink tongue. The Warplet is enveloped by dynamic, swirling golden energy lines and sparkling particles, giving it an electrifying aura against the stark black background. This Warplet's vibrant color and energetic presence make it a truly eye-catching and unique specimen.",15,59281,6954,1,9597,2,2,2562,247287,1,6840,422,1,5572,1,3,1476,8525,3,1833,27/10/2025 21:15,1,7590,0.44,1,6714,8,1,8755,1,1,8342,497,Orange | Yellow | Black | White | Pink,Orange Warplet | Energetic Warplet | Glowing Warplet | Excited Warplet | Sharp Teeth | Golden Aura | Black Background | Vibrant Orange Skin,Orange Bumpy Skin | Wide-Open Eyes | Large Black Pupils | Wide-Open Mouth | Sharp Pointed Teeth | Pink Tongue | Swirling Golden Energy | Sparkling Particles | Black Background,0,hanhu,-,0xd8ae73de34ad94f686d2a35a2cc61844896d2748,4
"This Warplet has striking white skin and sports a cool black sweater with ribbed details. Its face is dominated by a massive, wide-open mouth revealing rows of sharp, pointed teeth and a long, expressive pink tongue hanging out. Adding to its mysterious and stylish aura, it wears sleek black round sunglasses. This Warplet's unique monochrome palette and bold expression make it a truly standout and iconic creature, embodying a chill yet wild vibe.",17,59288,6955,1,8923,3,1,7953,742478,1,9563,30,2,4089,1,3,1973,8028,1,6822,29/10/2025 0:24,1,5783,0.56,1,8133,7,1,5639,10,5,410,1220838,Black | White | Pink,White Warplet | Black Sunglasses | Round Sunglasses | Black Sweater | Open Mouth | Sharp Teeth | Pink Tongue | Monochrome Warplet | Cool Warplet | Mischievous Warplet,White Skin | Black Round Sunglasses | Black Long-Sleeved Sweater | Wide Open Mouth | Sharp Teeth | Long Pink Tongue,1,doc1,-,0xcc3d1516924d02722a7d71b2b2b3675f4f86067c,2
"This Warplet has a vibrant purple skin tone with a distinct bumpy texture, giving it a unique, rugged appearance. Its heavy-lidded eyes, devoid of pupils, gaze mischievously to the right, hinting at a playful or smug personality. The Warplet's mouth is wide open, revealing a formidable array of sharp, pointed white teeth and a bright pink tongue, suggesting a boisterous laugh or a cheeky grin. Standing against a complementary solid purple background, this Warplet's expressive face and striking features make it a truly iconic and memorable character, ready to make a statement.",16,59292,6956,1,9471,2,1,6644,496104,1,9310,53,2,3735,1,1,8957,1044,1,5996,28/10/2025 19:09,1,8754,0.34,2,2768,33,3,2334,77,3,1323,339260,Purple | White | Pink,Purple Warplet | Mischievous Expression | Wide Open Mouth | Sharp Teeth | Heavy Eyelids | Textured Skin | Solid Purple Background,"Purple Skin With Bumpy Texture | Heavy-Lidded Eyes | Eyes Looking Right | Wide-Open Mouth | Sharp, Pointed White Teeth | Pink Tongue | Solid Purple Background",1,zhangdapao,chaojidapao_btc,0x1b17d76bf80e3e6c68c7c4d237650b9b781bfc94,4
"This Warplet has a distinct white face with a deeply grumpy expression, featuring furrowed brows and a downturned mouth. It sports a regal leafy wreath on its head, adorned with both green and autumn-toned leaves. Dressed sharply, it wears a black suit jacket over a white shirt, complemented by a vibrant striped sash or scarf draped across its shoulders, showcasing bands of dark blue, light blue, green, brown, and pink. Its body is a rich brown, with visible pinkish claws on its hands. The Warplet stands against a solid black background, exuding a unique blend of formal attire and a perpetually displeased demeanor.",13,59295,6957,1,6638,12,2,3462,274858,2,3119,1482,1,6845,1,1,6421,3580,2,4631,28/10/2025 5:37,1,5698,0.57,1,8796,7,1,5867,9,1,7818,1186,Black | White | Brown | Green | Orange | Blue | Pink,Grumpy Warplet | Leaf Wreath | Suit Jacket | Striped Scarf | Formal Attire | White Face | Brown Body | Regal Look | Displeased Expression | Black Background,Leafy Wreath | Green Leaves | Orange Leaves | White Face | Grumpy Expression | Furrowed Brows | Downturned Mouth | Black Suit Jacket | White Undershirt | Striped Scarf | Blue Stripes | Green Stripes | Brown Stripes | Pink Stripes | Brown Body | Pink Claws | Black Background,0,kirbznftz,kirbz_nfts,0x5aca9af8edc2b7397d2959f307ebf05632fe641c,1
